"H","2025/09/11"
"［データ区分］","［伝票日付］","［伝票No］","［取引状態］","［自社コード］","［自社会員名］","［自社担当者］","［取引先コード］","［取引先名］","［納品場所コード］","［納品場所名］","［納品場所 住所］","［マイカタログID］","［自社管理商品コード］","［商品名］","［規格］","［入数］","［入数単位］","［単価］","［数量］","［単位］","［金額］","［消費税］","［小計］","［課税区分］","［税区分］","［合計 商品本体］","［合計 商品消費税］","［合計 送料本体］","［合計 送料消費税］","［合計 その他］","［総合計］","［発注日］","［発送日］","［納品日］","［受領日］","［取引ID_SYSTEM］","［伝票明細ID_SYSTEM］","［発注送信日］","［発注送信時間］","［送信日］","［送信時間］"
"D","2025/08/01","481410","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","168643516","","サンデマン　ルビー・ポート","750ml","1.00","本","2150.00","1.00","本","2150","215","2365","","外税","2850","271","0","0","0","3121","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670804791","1","2025/07/31","20:23","2025/08/02","19:48"
"D","2025/08/01","481410","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56151787","","フィーバーツリー　ジンジャービア","200ml","24.00","本","175.00","2.00","本","350","28","378","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670804791","2","2025/07/31","20:23","2025/08/02","19:48"
"D","2025/08/01","481410","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","97806099","","フィーバーツリー　ジンジャーエール","200ml","24.00","本","175.00","2.00","本","350","28","378","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670804791","3","2025/07/31","20:23","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596999","","大葉　バラ","10枚","0.00","束","80.00","4.00","束","320","25","345","","外税","1940","153","0","0","0","2093","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","1","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597004","","玉ねぎ","","0.00","kg","250.00","2.24","kg","560","44","604","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","2","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","154756350","","マイクロ人参葉/キャロットリーフ","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","3","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","65223299","","にんじん","","0.00","kg","250.00","0.60","kg","150","12","162","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","4","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597028","","クレソン","","0.00","束","180.00","1.00","束","180","14","194","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","5","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481495","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670880834","6","2025/07/31","22:20","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596656","","米なす","","0.00","個","200.00","2.00","個","400","32","432","","外税","3448","275","0","0","0","3723","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","1","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597043","","万願寺とうがらし","","0.00","kg","3800.00","0.31","kg","1178","94","1272","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","2","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","3","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","134672870","","ピーテンドリル","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","4","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596634","","甘長とうがらし/美少年","","0.00","kg","2300.00","0.30","kg","690","55","745","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","5","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481496","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","124647016","","ペンタス　赤","","0.00","PC","450.00","1.00","PC","450","36","486","","外税","","","","","","","2025/07/31","2025/08/01","2025/08/01","2025/08/01","1670882296","6","2025/07/31","22:22","2025/08/02","19:48"
"D","2025/08/01","481745","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64672280","","モンサンミッシェル　ムール貝","不定貫","0.00","kg","3700.00","1.00","PC","3700","0","3700","","外税","3700","0","0","0","0","3700","","2025/08/01","2025/08/01","2025/08/01","1671258456","1","","","2025/08/02","19:48"
"D","2025/08/04","482012","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66106839","","Ｙシャツ","","0.00","枚","135.00","1.00","枚","135","0","135","","外税","735","0","0","0","0","735","","2025/08/04","2025/08/04","2025/08/04","1671723800","1","","","2025/08/06","13:58"
"D","2025/08/04","482012","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66010254","","コックコート","","0.00","未指定","145.00","1.00","枚","145","0","145","","外税","","","","","","","","2025/08/04","2025/08/04","2025/08/04","1671723800","2","","","2025/08/06","13:58"
"D","2025/08/04","482012","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","13.00","枚","455","0","455","","外税","","","","","","","","2025/08/04","2025/08/04","2025/08/04","1671723800","3","","","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596592","","みょうが","","0.00","PC","230.00","5.00","PC","1150","92","1242","","外税","6660","530","0","0","0","7190","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","1","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596730","","オクラ","","0.00","PC","160.00","3.00","PC","480","38","518","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","2","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596715","","ズッキーニ","","0.00","本","180.00","1.00","本","180","14","194","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","3","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596741","","黄ズッキーニ","","0.00","本","230.00","1.00","本","230","18","248","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","4","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596735","","ベビーコーン/ヤングコーン","","0.00","PC","220.00","2.00","PC","440","35","475","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","5","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597090","","とうもろこし","","0.00","本","230.00","6.00","本","1380","110","1490","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","6","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","98916432","","カラフルミニトマト","","0.00","PC","450.00","1.00","PC","450","36","486","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","7","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596622","","南瓜","","0.00","個","580.00","1.00","個","580","46","626","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","8","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596739","","モロッコいんげん","","0.00","kg","2000.00","0.32","kg","640","51","691","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","9","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597093","","赤パプリカ","","0.00","個","200.00","2.00","個","400","32","432","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","10","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","94287634","","緑パプリカ","","0.00","個","330.00","1.00","個","330","26","356","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","11","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597091","","黄パプリカ","","0.00","個","200.00","1.00","個","200","16","216","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","12","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482258","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597094","","グレープフルーツ","","0.00","個","200.00","1.00","個","200","16","216","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276399","13","2025/08/04","01:25","2025/08/06","13:58"
"D","2025/08/04","482260","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596701","","レモンバーベナ","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","1510","120","0","0","0","1630","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276978","1","2025/08/04","01:29","2025/08/06","13:58"
"D","2025/08/04","482260","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597082","","水ナス","","0.00","個","200.00","3.00","個","600","48","648","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276978","2","2025/08/04","01:29","2025/08/06","13:58"
"D","2025/08/04","482260","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597020","","セルフィーユ/チャービル","","0.00","PC","280.00","1.00","PC","280","22","302","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276978","3","2025/08/04","01:29","2025/08/06","13:58"
"D","2025/08/04","482260","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597018","","ディル/ディール","","0.00","PC","280.00","1.00","PC","280","22","302","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672276978","4","2025/08/04","01:29","2025/08/06","13:58"
"D","2025/08/04","482263","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64423730","","アップルビネガー（ミツカン）","1L","1.00","本","460.00","1.00","本","460","0","460","","外税","460","0","0","0","0","460","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672282459","1","2025/08/04","01:57","2025/08/06","13:58"
"D","2025/08/04","482264","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","320.00","1.00","PC","320","25","345","","外税","320","25","0","0","0","345","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672282817","1","2025/08/04","01:59","2025/08/06","13:58"
"D","2025/08/04","482265","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","280.00","1.00","個","280","22","302","","外税","280","22","0","0","0","302","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672282928","1","2025/08/04","02:00","2025/08/06","13:58"
"D","2025/08/04","482268","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","151444799","","キスコ　トマトコンソメ","","0.00","PC","1350.00","1.00","PC","1350","0","1350","","外税","3450","0","0","0","0","3450","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672284648","1","2025/08/04","02:07","2025/08/06","13:58"
"D","2025/08/04","482268","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","91220131","","ボワロン　白桃（ペッシュブランシュ）ピューレ","1kg","1.00","PC","2100.00","1.00","PC","2100","0","2100","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672284648","2","2025/08/04","02:07","2025/08/06","13:58"
"D","2025/08/04","482269","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66331001","","鴨挽き肉","","0.00","kg","1500.00","1.00","kg","1500","0","1500","","外税","1500","0","0","0","0","1500","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672288129","2","2025/08/04","02:12","2025/08/06","13:58"
"D","2025/08/04","482269","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66331001","","鴨挽き肉","","0.00","kg","1500.00","0.00","kg","0","0","0","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672288129","1","2025/08/04","02:12","2025/08/06","13:58"
"D","2025/08/04","482270","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66391834","","セモリナ粉（細）","1kg","1.00","PC","240.00","2.00","PC","480","0","480","","外税","1460","0","0","0","0","1460","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672288131","1","2025/08/04","02:12","2025/08/08","18:47"
"D","2025/08/04","482270","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","202347451","","冷凍ﾗｳﾞｨｵﾘ卵生地トリュフ　250ｇ","","0.00","PC","980.00","1.00","PC","980","0","980","","外税","","","","","","","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672288131","2","2025/08/04","02:12","2025/08/08","18:47"
"D","2025/08/04","482271","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","92449604","","リコッタチーズ　（ブスタッファ）","250g","0.00","ヶ","880.00","1.00","ヶ","880","0","880","","外税","880","0","0","0","0","880","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672290396","1","2025/08/04","02:16","2025/08/06","13:58"
"D","2025/08/04","482274","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64616395","","サワークリーム","180ｇ","0.00","本","850.00","1.00","本","850","0","850","","外税","850","0","0","0","0","850","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672293324","1","2025/08/04","02:23","2025/08/06","13:58"
"D","2025/08/04","482275","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","106244012","","日本リッチ　NPコーンペースト","500g","0.00","PC","680.00","1.00","PC","680","0","680","","外税","680","0","0","0","0","680","2025/08/04","2025/08/04","2025/08/04","2025/08/04","1672293472","1","2025/08/04","02:24","2025/08/06","13:58"
"D","2025/08/05","482360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150488","","パーチバター（無塩）よつ葉","４５０ｇ","30.00","C/S","918.00","1.00","個","918","0","918","","外税","2967","0","0","0","0","2967","2025/08/04","2025/08/05","2025/08/05","2025/08/05","1672575291","1","2025/08/04","16:38","2025/08/06","13:58"
"D","2025/08/05","482360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","67893517","","ＢＬＡＮＣ１８　１Ｌ","１Ｌ","12.00","C/S","883.00","1.00","本","883","0","883","","外税","","","","","","","2025/08/04","2025/08/05","2025/08/05","2025/08/05","1672575291","2","2025/08/04","16:38","2025/08/06","13:58"
"D","2025/08/05","482360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150519","","北海道フレッシュクリーム３８％　１Ｌ","１Ｌ","1.00","本","1166.00","1.00","本","1166","0","1166","","外税","","","","","","","2025/08/04","2025/08/05","2025/08/05","2025/08/05","1672575291","3","2025/08/04","16:38","2025/08/06","13:58"
"D","2025/08/05","482375","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","前島　瑞","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","87614975","","アサヒ ドライゼロ 小瓶 334ML","334ML× 1本","30.00","本","167.00","1.00","本","167","0","167","","外税","167","0","0","0","0","167","2025/08/04","2025/08/05","2025/08/05","2025/08/05","1672609711","1","2025/08/04","17:33","2025/08/06","13:58"
"D","2025/08/05","482389","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","85558038","","シーソルトフレーク　スモーク","","0.00","本","1100.00","1.00","PC","1100","0","1100","","外税","3820","0","0","0","0","3820","2025/08/04","2025/08/05","2025/08/05","2025/08/05","1672635973","1","2025/08/04","18:34","2025/08/06","13:58"
